preprocess,kata_kunci,score,predicted_aspect,details
kalah aneh,"['aneh', 'kalah']","{'effectiveness': 0.89, 'satisfaction': 0}",effectiveness,"{'effectiveness': [('kalah', 'masalah', 88.88888888888889)], 'satisfaction': []}"
sofar masalh tapi overall mantap,"['masalh', 'mantap', 'overall', 'tapi', 'sofar']","{'effectiveness': 0.91, 'satisfaction': 1.86}",satisfaction,"{'effectiveness': [('masalh', 'masalah', 90.9090909090909)], 'satisfaction': [('mantap', 'mantap', 100.0), ('tapi', 'mantap', 85.71428571428572)]}"
tolong hapus comender serang hero manusia roll darah comender bocor kalah erly tolong hapus,"['serang', 'bocor', 'darah', 'tolong', 'kalah', 'manusia', 'hapus', 'hero', 'comender', 'roll']","{'effectiveness': 2.75, 'satisfaction': 2.62}",effectiveness,"{'effectiveness': [('tolong', 'pertolongan', 100.0), ('kalah', 'masalah', 88.88888888888889), ('hero', 'eror', 85.71428571428572)], 'satisfaction': [('serang', 'terang', 90.9090909090909), ('manusia', 'aman', 85.71428571428572), ('hapus', 'puas', 85.71428571428572)]}"
curi diamond top up juta tidak kirim,"['diamond', 'juta', 'curi', 'kirim', 'tidak']","{'effectiveness': 0.86, 'satisfaction': 0.86}",effectiveness,"{'effectiveness': [('curi', 'hancur', 85.71428571428572)], 'satisfaction': [('curi', 'curang', 85.71428571428572)]}"
konsumsi daya baterai mlbb tolong baik tidak efisien boros daya rank tidak imbang angka romawi tidak cocok,"['baterai', 'efisien', 'daya', 'imbang', 'mlbb', 'konsumsi', 'angka', 'romawi', 'rank', 'tolong']","{'effectiveness': 3.46, 'satisfaction': 2.86}",effectiveness,"{'effectiveness': [('baterai', 'meraih', 80.0), ('angka', 'lengkap', 80.0), ('rank', 'kebenaran', 85.71428571428572), ('tolong', 'pertolongan', 100.0)], 'satisfaction': [('imbang', 'bimbang', 100.0), ('angka', 'menyenangkan', 100.0), ('rank', 'rancu', 85.71428571428572)]}"
effort,['effort'],"{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
burik tidak,"['tidak', 'burik']","{'effectiveness': 0.8, 'satisfaction': 0.8}",satisfaction,"{'effectiveness': [('burik', 'bug', 80.0)], 'satisfaction': [('burik', 'buruk', 80.0)]}"
tolong hero yuk zong skill bagus hero harga ampas harga sinergi eroditio mudah roll tidak nabrak sinergi hero susah muncul,"['hero', 'yuk', 'nabrak', 'skill', 'ampas', 'sinergi', 'muncul', 'tolong', 'susah', 'zong']","{'effectiveness': 1.86, 'satisfaction': 3.51}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('tolong', 'pertolongan', 100.0)], 'satisfaction': [('yuk', 'buruk', 80.0), ('ampas', 'puas', 85.71428571428572), ('susah', 'susah', 100.0), ('zong', 'bohong', 85.71428571428572)]}"
pilih hero,"['hero', 'pilih']","{'effectiveness': 1.86, 'satisfaction': 0}",effectiveness,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('pilih', 'pilihan', 100.0)], 'satisfaction': []}"
its the best,['best'],"{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
data adawifi sambung tibatiba tanding lag parahsetelah babak,"['lag', 'data', 'tibatiba', 'babak', 'adawifi', 'tanding', 'sambung', 'parahsetelah']","{'effectiveness': 1.0, 'satisfaction': 0.86}",effectiveness,"{'effectiveness': [('lag', 'lag', 100.0)], 'satisfaction': [('babak', 'baik', 85.71428571428572)]}"
bagus bangetttttttttttttt,"['bagus', 'bangetttttttttttttt']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('bagus', 'bagus', 100.0)]}"
musik ganggu mabar on mic tolong jangan anggap bocah matiin musik nomor aktif volume tombol n musik berisik,"['musik', 'berisik', 'mic', 'tombol', 'ganggu', 'jangan', 'bocah', 'volume', 'tolong', 'matiin']","{'effectiveness': 1.8, 'satisfaction': 2.71}",satisfaction,"{'effectiveness': [('jangan', 'dukungan', 80.0), ('tolong', 'pertolongan', 100.0)], 'satisfaction': [('ganggu', 'ganggu', 100.0), ('jangan', 'kesenangan', 90.9090909090909), ('matiin', 'menikmati', 80.0)]}"
tolong komplen cs tidak balesan,"['cs', 'tolong', 'komplen', 'tidak', 'balesan']","{'effectiveness': 1.0, 'satisfaction': 1.76}",satisfaction,"{'effectiveness': [('tolong', 'pertolongan', 100.0)], 'satisfaction': [('komplen', 'kompensasi', 92.3076923076923), ('balesan', 'imbalan', 83.33333333333334)]}"
inpo lawan id majukausini,"['id', 'inpo', 'lawan', 'majukausini']","{'effectiveness': 0.8, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('lawan', 'kesalahan', 80.0)], 'satisfaction': [('lawan', 'kelelahan', 80.0)]}"
bagus suka hilang stres ngisi bete,"['suka', 'ngisi', 'stres', 'bagus', 'bete', 'hilang']","{'effectiveness': 0, 'satisfaction': 4.78}",satisfaction,"{'effectiveness': [], 'satisfaction': [('suka', 'suka', 100.0), ('ngisi', 'fungsi', 88.88888888888889), ('stres', 'stres', 100.0), ('bagus', 'bagus', 100.0), ('hilang', 'luang', 88.88888888888889)]}"
play buruk mgc chest era buruk skill hero kurang hero banyak skil tidak creator bingung konten player vakum bingung era,"['player', 'play', 'hero', 'skill', 'konten', 'skil', 'mgc', 'kurang', 'bingung', 'buruk']","{'effectiveness': 2.51, 'satisfaction': 2.71}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('skil', 'hasil', 85.71428571428572), ('buruk', 'bug', 80.0)], 'satisfaction': [('kurang', 'curang', 90.9090909090909), ('bingung', 'bising', 80.0), ('buruk', 'buruk', 100.0)]}"
bagus suka pusing synergy,"['synergy', 'bagus', 'suka', 'pusing']","{'effectiveness': 0, 'satisfaction': 2.86}",satisfaction,"{'effectiveness': [], 'satisfaction': [('bagus', 'bagus', 100.0), ('suka', 'suka', 100.0), ('pusing', 'puas', 85.71428571428572)]}"
ok bagus cristal,"['cristal', 'bagus', 'ok']","{'effectiveness': 0.8, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [('cristal', 'stabil', 80.0)], 'satisfaction': [('bagus', 'bagus', 100.0)]}"
ok acc,"['acc', 'ok']","{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
ml tidak beda sistem babbi,"['beda', 'babbi', 'tidak', 'sistem', 'ml']","{'effectiveness': 0.86, 'satisfaction': 0}",effectiveness,"{'effectiveness': [('beda', 'jeda', 85.71428571428572)], 'satisfaction': []}"
cocok sepi,"['cocok', 'sepi']","{'effectiveness': 0, 'satisfaction': 0.86}",satisfaction,"{'effectiveness': [], 'satisfaction': [('sepi', 'seimbang', 85.71428571428572)]}"
hero muantep,"['muantep', 'hero']","{'effectiveness': 0.86, 'satisfaction': 0}",effectiveness,"{'effectiveness': [('hero', 'eror', 85.71428571428572)], 'satisfaction': []}"
menghiburtp sayang hero kasih nama sulit pilih mula,"['hero', 'nama', 'menghiburtp', 'mula', 'sayang', 'sulit', 'pilih', 'kasih']","{'effectiveness': 3.51, 'satisfaction': 4.46}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('mula', 'mulus', 85.71428571428572), ('sayang', 'pemeriksaan', 80.0), ('pilih', 'pilihan', 100.0)], 'satisfaction': [('nama', 'aman', 85.71428571428572), ('menghiburtp', 'menghibur', 100.0), ('sayang', 'lumayan', 80.0), ('sulit', 'kesulitan', 100.0), ('kasih', 'ekspektasi', 80.0)]}"
haram rank bintang turunin ber kali,"['bintang', 'haram', 'turunin', 'rank', 'kali', 'ber']","{'effectiveness': 2.51, 'satisfaction': 3.55}",satisfaction,"{'effectiveness': [('rank', 'kebenaran', 85.71428571428572), ('kali', 'kendali', 85.71428571428572), ('ber', 'eror', 80.0)], 'satisfaction': [('bintang', 'tenang', 80.0), ('haram', 'harapan', 88.88888888888889), ('rank', 'rancu', 85.71428571428572), ('ber', 'bersemangat', 100.0)]}"
warior belum season aneh nih benerin bug,"['season', 'belum', 'nih', 'aneh', 'benerin', 'warior', 'bug']","{'effectiveness': 1.8, 'satisfaction': 1.6}",effectiveness,"{'effectiveness': [('nih', 'meraih', 80.0), ('bug', 'bug', 100.0)], 'satisfaction': [('nih', 'nilai', 80.0), ('bug', 'buruk', 80.0)]}"
main orang tidak pisah,"['tidak', 'orang', 'main', 'pisah']","{'effectiveness': 0, 'satisfaction': 2.63}",satisfaction,"{'effectiveness': [], 'satisfaction': [('orang', 'curang', 88.88888888888889), ('main', 'manfaat', 85.71428571428572), ('pisah', 'gelisah', 88.88888888888889)]}"
belum temu bug salah,"['bug', 'salah', 'belum', 'temu']","{'effectiveness': 2.0, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('bug', 'bug', 100.0), ('salah', 'kesalahan', 100.0)], 'satisfaction': [('bug', 'buruk', 80.0)]}"
asik min,"['min', 'asik']","{'effectiveness': 0.86, 'satisfaction': 1.66}",satisfaction,"{'effectiveness': [('asik', 'akurasi', 85.71428571428572)], 'satisfaction': [('min', 'yakin', 80.0), ('asik', 'motivasi', 85.71428571428572)]}"
menabjub,['menabjub'],"{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
najis suka tidak ngotak asih hero kali tidak kasih hero plus sinergy ngerol abis bangkrut,"['hero', 'bangkrut', 'ngotak', 'suka', 'abis', 'plus', 'najis', 'ngerol', 'tidak', 'kali']","{'effectiveness': 2.57, 'satisfaction': 1.86}",effectiveness,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('plus', 'mulus', 85.71428571428572), ('kali', 'kendali', 85.71428571428572)], 'satisfaction': [('suka', 'suka', 100.0), ('abis', 'bising', 85.71428571428572)]}"
semenjak untung eru stakhabis kalah terusdapat hero pakaigua sinergy meta tapi hero kagak dapettolong persentase hero dibutuin naikinsama up lv comander susah haro nunggu chessyang dapetnya cuman sehariitu untung comandermau beli uang tapi susah dapetnya sedikit doang,"['hero', 'untung', 'dapetnya', 'doang', 'comandermau', 'naikinsama', 'beli', 'terusdapat', 'comander', 'nunggu']","{'effectiveness': 1.66, 'satisfaction': 3.43}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('terusdapat', 'tertunda', 80.0)], 'satisfaction': [('doang', 'sedang', 88.88888888888889), ('comandermau', 'malu', 85.71428571428572), ('naikinsama', 'samar', 88.88888888888889), ('nunggu', 'ganggu', 80.0)]}"
yeaaaahhhhh,['yeaaaahhhhh'],"{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
aneh synergy lawan kalah aneh,"['synergy', 'lawan', 'aneh', 'kalah']","{'effectiveness': 1.69, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('lawan', 'kesalahan', 80.0), ('kalah', 'masalah', 88.88888888888889)], 'satisfaction': [('lawan', 'kelelahan', 80.0)]}"
ntapa,['ntapa'],"{'effectiveness': 0.8, 'satisfaction': 0.89}",satisfaction,"{'effectiveness': [('ntapa', 'mencapai', 80.0)], 'satisfaction': [('ntapa', 'mantap', 88.88888888888889)]}"
bagus hero doowsroom terkadang muncul hanabi,"['hanabi', 'doowsroom', 'bagus', 'hero', 'muncul', 'terkadang']","{'effectiveness': 0.86, 'satisfaction': 1.8}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572)], 'satisfaction': [('bagus', 'bagus', 100.0), ('terkadang', 'sedang', 80.0)]}"
main strategi seru asah otak,"['otak', 'strategi', 'main', 'asah', 'seru']","{'effectiveness': 0.86, 'satisfaction': 3.51}",satisfaction,"{'effectiveness': [('asah', 'crash', 85.71428571428572)], 'satisfaction': [('strategi', 'setara', 80.0), ('main', 'manfaat', 85.71428571428572), ('asah', 'gelisah', 85.71428571428572), ('seru', 'seru', 100.0)]}"
terima kembali versi doloe,"['doloe', 'versi', 'kembali', 'terima']","{'effectiveness': 0, 'satisfaction': 0.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('terima', 'terang', 80.0)]}"
enak tapi lawan tidak otak rang,"['lawan', 'tidak', 'tapi', 'enak', 'rang', 'otak']","{'effectiveness': 1.66, 'satisfaction': 2.66}",satisfaction,"{'effectiveness': [('lawan', 'kesalahan', 80.0), ('rang', 'kebenaran', 85.71428571428572)], 'satisfaction': [('lawan', 'kelelahan', 80.0), ('tapi', 'mantap', 85.71428571428572), ('rang', 'curang', 100.0)]}"
tolong baik suka ngestak tidak ngapangapain koneksi baguskalo ponsel tidak ponsel dukung,"['ponsel', 'tolong', 'dukung', 'koneksi', 'ngestak', 'tidak', 'suka', 'baik', 'ngapangapain', 'baguskalo']","{'effectiveness': 2.83, 'satisfaction': 3.86}",satisfaction,"{'effectiveness': [('tolong', 'pertolongan', 100.0), ('dukung', 'dukungan', 100.0), ('ngapangapain', 'capaian', 83.33333333333334)], 'satisfaction': [('suka', 'suka', 100.0), ('baik', 'baik', 100.0), ('ngapangapain', 'gampang', 85.71428571428572), ('baguskalo', 'bagus', 100.0)]}"
tidak tapi suka,"['suka', 'tidak', 'tapi']","{'effectiveness': 0, 'satisfaction': 1.86}",satisfaction,"{'effectiveness': [], 'satisfaction': [('suka', 'suka', 100.0), ('tapi', 'mantap', 85.71428571428572)]}"
ntapas,['ntapas'],"{'effectiveness': 0, 'satisfaction': 0.86}",satisfaction,"{'effectiveness': [], 'satisfaction': [('ntapas', 'puas', 85.71428571428572)]}"
keren gogo,"['gogo', 'keren']","{'effectiveness': 0.8, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [('keren', 'kebenaran', 80.0)], 'satisfaction': [('keren', 'keren', 100.0)]}"
bagus asah kreatifitas pola main santai,"['kreatifitas', 'santai', 'bagus', 'pola', 'asah', 'main']","{'effectiveness': 1.66, 'satisfaction': 3.71}",satisfaction,"{'effectiveness': [('pola', 'lag', 80.0), ('asah', 'crash', 85.71428571428572)], 'satisfaction': [('santai', 'santai', 100.0), ('bagus', 'bagus', 100.0), ('asah', 'gelisah', 85.71428571428572), ('main', 'manfaat', 85.71428571428572)]}"
rusak astro dawnbringer kalah astro mage rusak,"['astro', 'dawnbringer', 'rusak', 'kalah', 'mage']","{'effectiveness': 1.89, 'satisfaction': 0.8}",effectiveness,"{'effectiveness': [('rusak', 'rusak', 100.0), ('kalah', 'masalah', 88.88888888888889)], 'satisfaction': [('rusak', 'frustasi', 80.0)]}"
seruuuuu,['seruuuuu'],"{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('seruuuuu', 'seru', 100.0)]}"
uinstal donggngapain piara tidak ssik asiknya,"['asiknya', 'donggngapain', 'ssik', 'piara', 'tidak', 'uinstal']","{'effectiveness': 1.63, 'satisfaction': 0}",effectiveness,"{'effectiveness': [('donggngapain', 'capaian', 83.33333333333334), ('uinstal', 'stabil', 80.0)], 'satisfaction': []}"
okey,['okey'],"{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
mendownload please satusatunya baik dunia,"['mendownload', 'dunia', 'satusatunya', 'baik']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('baik', 'baik', 100.0)]}"
kurang lancar bug,"['bug', 'kurang', 'lancar']","{'effectiveness': 2.0, 'satisfaction': 1.71}",effectiveness,"{'effectiveness': [('bug', 'bug', 100.0), ('lancar', 'lancar', 100.0)], 'satisfaction': [('bug', 'buruk', 80.0), ('kurang', 'curang', 90.9090909090909)]}"
main senang hibur,"['senang', 'hibur', 'main']","{'effectiveness': 0, 'satisfaction': 2.86}",satisfaction,"{'effectiveness': [], 'satisfaction': [('senang', 'kesenangan', 100.0), ('hibur', 'menghibur', 100.0), ('main', 'manfaat', 85.71428571428572)]}"
curang hero tembak kasihan tidak tembak kalah,"['hero', 'tembak', 'curang', 'kasihan', 'kalah', 'tidak']","{'effectiveness': 1.75, 'satisfaction': 1.86}",satisfaction,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('kalah', 'masalah', 88.88888888888889)], 'satisfaction': [('tembak', 'baik', 85.71428571428572), ('curang', 'curang', 100.0)]}"
lumayan luang,"['lumayan', 'luang']","{'effectiveness': 0, 'satisfaction': 2.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('lumayan', 'lumayan', 100.0), ('luang', 'luang', 100.0)]}"
masuk loding tolong,"['tolong', 'masuk', 'loding']","{'effectiveness': 1.8, 'satisfaction': 0.86}",effectiveness,"{'effectiveness': [('tolong', 'pertolongan', 100.0), ('masuk', 'maksud', 80.0)], 'satisfaction': [('masuk', 'suka', 85.71428571428572)]}"
comenderna,['comenderna'],"{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
peyimpanan kecil ponsel kentang,"['ponsel', 'kentang', 'kecil', 'peyimpanan']","{'effectiveness': 0, 'satisfaction': 0.83}",satisfaction,"{'effectiveness': [], 'satisfaction': [('kentang', 'tenang', 83.33333333333334)]}"
suka gameplay,"['gameplay', 'suka']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('suka', 'suka', 100.0)]}"
seru lihat hero mini mini tolong tambah afinitas min mlnya pasang lovers cowok hehe,"['hero', 'pasang', 'cowok', 'min', 'mini', 'tolong', 'tambah', 'hehe', 'lovers', 'mlnya']","{'effectiveness': 2.66, 'satisfaction': 2.57}",effectiveness,"{'effectiveness': [('hero', 'eror', 85.71428571428572), ('pasang', 'pengawasan', 80.0), ('tolong', 'pertolongan', 100.0)], 'satisfaction': [('pasang', 'puas', 85.71428571428572), ('min', 'yakin', 80.0), ('tambah', 'menambah', 90.9090909090909)]}"
mengasikakn,['mengasikakn'],"{'effectiveness': 0, 'satisfaction': 0.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('mengasikakn', 'mengakui', 80.0)]}"
bagus ngilangin bosan kantor,"['kantor', 'bosan', 'bagus', 'ngilangin']","{'effectiveness': 0, 'satisfaction': 2.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('bosan', 'bosan', 100.0), ('bagus', 'bagus', 100.0), ('ngilangin', 'nilai', 80.0)]}"
terimakasih hiburanya,"['terimakasih', 'hiburanya']","{'effectiveness': 0, 'satisfaction': 0.8}",satisfaction,"{'effectiveness': [], 'satisfaction': [('terimakasih', 'malas', 80.0)]}"
bagus sesuai ekspektasi enak event gratis commander skin inti sesuai tarik luang sedikit,"['enak', 'bagus', 'luang', 'sesuai', 'skin', 'commander', 'sedikit', 'inti', 'gratis', 'tarik']","{'effectiveness': 0.8, 'satisfaction': 5.58}",satisfaction,"{'effectiveness': [('sesuai', 'selesai', 80.0)], 'satisfaction': [('bagus', 'bagus', 100.0), ('luang', 'luang', 100.0), ('skin', 'yakin', 85.71428571428572), ('sedikit', 'sedih', 88.88888888888889), ('gratis', 'praktis', 83.33333333333334), ('tarik', 'tertarik', 100.0)]}"
minus push rank legend myitic susah wkwk canda,"['canda', 'wkwk', 'rank', 'legend', 'myitic', 'push', 'minus', 'susah']","{'effectiveness': 1.69, 'satisfaction': 3.57}",satisfaction,"{'effectiveness': [('rank', 'kebenaran', 85.71428571428572), ('legend', 'pengendalian', 83.33333333333334)], 'satisfaction': [('rank', 'rancu', 85.71428571428572), ('legend', 'lega', 85.71428571428572), ('push', 'puas', 85.71428571428572), ('susah', 'susah', 100.0)]}"
komen asih bintang tidak komen tidak ubah kcurangan dseting orang,"['kcurangan', 'tidak', 'komen', 'bintang', 'orang', 'ubah', 'asih', 'dseting']","{'effectiveness': 0.86, 'satisfaction': 5.2}",satisfaction,"{'effectiveness': [('asih', 'akurasi', 85.71428571428572)], 'satisfaction': [('kcurangan', 'curang', 100.0), ('komen', 'kompensasi', 80.0), ('bintang', 'tenang', 80.0), ('orang', 'curang', 88.88888888888889), ('ubah', 'menambah', 85.71428571428572), ('asih', 'motivasi', 85.71428571428572)]}"
download resource,"['download', 'resource']","{'effectiveness': 0, 'satisfaction': 0}",unknown,"{'effectiveness': [], 'satisfaction': []}"
seru player doomsworn,"['seru', 'doomsworn', 'player']","{'effectiveness': 0, 'satisfaction': 1.0}",satisfaction,"{'effectiveness': [], 'satisfaction': [('seru', 'seru', 100.0)]}"
kemari emosi emosi menang untung menang jamin next kalah lose streak sistem jelek main tolong baik sistem role heronyo tentu nasib judi kalah berrti tidak untung menang untung sistem buruk,"['judi', 'nasib', 'kalah', 'lose', 'emosi', 'untung', 'menang', 'berrti', 'buruk', 'kemari']","{'effectiveness': 2.55, 'satisfaction': 3.51}",satisfaction,"{'effectiveness': [('kalah', 'masalah', 88.88888888888889), ('emosi', 'opsi', 85.71428571428572), ('buruk', 'bug', 80.0)], 'satisfaction': [('nasib', 'kompensasi', 80.0), ('emosi', 'membosankan', 80.0), ('menang', 'tenang', 90.9090909090909), ('buruk', 'buruk', 100.0)]}"
teman galau,"['teman', 'galau']","{'effectiveness': 0.8, 'satisfaction': 0.86}",satisfaction,"{'effectiveness': [('galau', 'kegagalan', 80.0)], 'satisfaction': [('teman', 'aman', 85.71428571428572)]}"
